# OPENCL_CONTEXT 1

method, gputime, ndrangesizeX, ndrangesizeY, workgroupsizeX, workgroupsizeY, IPC, Achieved Kernel Occupancy, instruction/byte, regperworkitem, Divergent branches(%), Control flow divergence(%), Replayed Instructions(%), Shared memory conflict replay(%), Shared memory conflict(%), glob_mem_read_throughput_GBs, glob_mem_write_throughput_GBs, glob_mem_total_throughput_GBs, effective_glob_mem_read_throughput_GBs, effective_glob_mem_write_throughput_GBs, effective_glob_mem_total_throughput_GBs, Local_memory_bus_traffic(%), l1_gld_hit_rate(%), L2_cache_read_hit_ratio(%), L2_cache_write_hit_ratio(%), inst_issued, inst_executed, branch, divergent_branch, gld_request, global_load, gst_request, global_store, local_load, local_store, shared_load, shared_store, dram_reads, dram_writes, effective_gld_size, effective_gst_size, threads_launched, warps_launched
vector_add, 3.360, 16, 1, 64, 1, 0.105578884223, 16.574185163, 1.83333333333, 4, 0.0, 0.0, 22.7272727273, 0.0, 0, 0.790476190476, 1.21904761905, 26.5142857143, 1.82857142857, 0.609523809524, 2.4380952381, 0.0, 0.0, 67.578125, 0.0, 176.0, 136, 16, 0, 16, 1536.0, 8, 512.0, 0, 0, 0, 0, 83.0, 128.0, 6144.0, 2048.0, 256, 8
