# OPENCL_CONTEXT 1

method, gputime, ndrangesizeX, ndrangesizeY, workgroupsizeX, workgroupsizeY, IPC, Achieved Kernel Occupancy, instruction/byte, regperworkitem, Divergent branches(%), Control flow divergence(%), Replayed Instructions(%), Shared memory conflict replay(%), Shared memory conflict(%), glob_mem_read_throughput_GBs, glob_mem_write_throughput_GBs, glob_mem_total_throughput_GBs, effective_glob_mem_read_throughput_GBs, effective_glob_mem_write_throughput_GBs, effective_glob_mem_total_throughput_GBs, Local_memory_bus_traffic(%), l1_gld_hit_rate(%), L2_cache_read_hit_ratio(%), L2_cache_write_hit_ratio(%), inst_issued, inst_executed, branch, divergent_branch, gld_request, global_load, gst_request, global_store, local_load, local_store, shared_load, shared_store, dram_reads, dram_writes, effective_gld_size, effective_gst_size, threads_launched, warps_launched
vector_add, 4.224, 64, 1, 64, 1, 0.281081081081, 31.4930555556, 1.625, 4, 0.0, 0.0, 12.8205128205, 0.0, 0, 0.780303030303, 3.87878787879, 28.8484848485, 5.81818181818, 1.93939393939, 7.75757575758, 0.0, 0.0, 89.94140625, 0.0, 624.0, 544, 64, 0, 64, 6144.0, 32, 2048.0, 0, 0, 0, 0, 103.0, 512.0, 24576.0, 8192.0, 1024, 32
