# OPENCL_CONTEXT 1

method, gputime, ndrangesizeX, ndrangesizeY, workgroupsizeX, workgroupsizeY, IPC, Achieved Kernel Occupancy, instruction/byte, regperworkitem, Divergent branches(%), Control flow divergence(%), Replayed Instructions(%), Shared memory conflict replay(%), Shared memory conflict(%), glob_mem_read_throughput_GBs, glob_mem_write_throughput_GBs, glob_mem_total_throughput_GBs, effective_glob_mem_read_throughput_GBs, effective_glob_mem_write_throughput_GBs, effective_glob_mem_total_throughput_GBs, Local_memory_bus_traffic(%), l1_gld_hit_rate(%), L2_cache_read_hit_ratio(%), L2_cache_write_hit_ratio(%), inst_issued, inst_executed, branch, divergent_branch, gld_request, global_load, gst_request, global_store, local_load, local_store, shared_load, shared_store, dram_reads, dram_writes, effective_gld_size, effective_gst_size, threads_launched, warps_launched
vector_add, 5.664, 128, 1, 64, 1, 0.35138387485, 30.0340954673, 1.52083333333, 4, 0.0, 0.0, 6.84931506849, 0.0, 0, 0.74011299435, 5.78531073446, 29.4689265537, 8.67796610169, 2.89265536723, 11.5706214689, 0.0, 0.0, 93.603515625, 0.0, 1168.0, 1088, 128, 0, 128, 12288.0, 64, 4096.0, 0, 0, 0, 0, 131.0, 1024.0, 49152.0, 16384.0, 2048, 64
